BENE_SEX_IDENT_CD,BENE_AGE_CAT_CD,CC_ALZHDMTA,CC_CANCER,CC_CHF,CC_CHRNKIDN,CC_COPD,CC_DEPRESSN,CC_DIABETES,CC_ISCHMCHT,CC_OSTEOPRS,CC_RA_OA,CC_STRKETIA,CC_2_OR_MORE,DUAL_STUS,BENE_COUNT_PA_EQ_12,AVE_PA_PAY_PA_EQ_12,AVE_IP_PAY_PA_EQ_12,AVE_SNF_PAY_PA_EQ_12,AVE_OTH_PAY_PA_EQ_12,AVE_IP_ADM_PA_EQ_12,AVE_SNF_DAYS_PA_EQ_12,BENE_COUNT_PB_EQ_12,AVE_PB_PAY_PB_EQ_12,AVE_CA_PAY_PB_EQ_12,AVE_OP_PAY_PB_EQ_12,AVE_OTH_PAY_PB_EQ_12,AVE_CA_VST_PB_EQ_12,AVE_OP_VST_PB_EQ_12,BENE_COUNT_PC_EQ_12,BENE_COUNT_PD_EQ_12,AVE_PDE_CST_PD_EQ_12,AVE_PDE_PD_EQ_12,TotRx,TotRxRound,TotComorbid
BENE_SEX_IDENT_CD,1,0.0763337513695404,0.0425171184383281,-0.0721131818908067,-0.00500478685651492,-0.0405669846960659,-0.0391688636584565,0.0921510785114062,-0.017662104280946,-0.0545912942580341,0.212094378153801,0.103214202826022,-8.3095976652005e-05,0.0684300963696344,0.0684335825354358,-0.017330890173789,-0.0113195280824798,-0.0862444752473397,0.119231727065489,0.162341284725569,-0.027818036586084,0.118553883706839,-0.0147765410583712,-0.0228627350276422,-0.0464786943411946,-0.0595787167129833,0.139873114551282,0.00785775810086528,0.100296834687937,-0.00289749739504693,0.000549328133726147,0.0710824192895203,0.222179210118502,0.0175373902324601,0.0175373907461345,0.102346656102845
BENE_AGE_CAT_CD,0.0763337513695404,1,0.276685626964339,0.00148038117116694,0.0829055423464628,0.0526404524985001,-0.0386484947001023,-0.0754150741930928,-0.0801781289602092,0.0459309710853811,0.0682617053517209,0.0168018683277029,0.0145577133564282,0.0657555127871559,-0.0933031410327365,-0.0690175833518617,0.104485007590127,-0.130930276460828,0.486306762457133,0.524842935551176,-0.0571476312485959,0.461710162534716,-0.0730355838103946,-0.207553325185081,-0.150974569276417,-0.300819051720863,0.103870275912706,-0.156481681807803,-0.254585621208306,-0.0218117265557954,-0.0549394390481179,-0.438832797435646,-0.0947761986403063,-0.0744696930138324,-0.0744696974205113,0.100797826636216
CC_ALZHDMTA,0.0425171184383281,0.276685626964339,1,-0.134056393203566,-0.0116848123247125,-0.0406464049335675,-0.174074329213846,0.0118237424770375,-0.02776649474958,-0.0151168358128708,-0.0606219106264712,-0.0520904213017694,-0.0569759433256664,0.160064149147497,0.0610266418451108,-0.0836346426536182,0.234649113316363,-0.0352924775671383,0.58145549479087,0.716519107195597,0.0301783704561455,0.60152223182986,-0.0972724842666974,-0.100304770043301,-0.196268161846732,-0.138818311924246,0.269466487700961,-0.481731854515561,-0.110324721054356,-0.0501097192775547,-0.0729249450045872,0.233152563025724,0.24753108592554,-0.0849779116702802,-0.084977914636839,0.249667641667369
CC_CANCER,-0.0721131818908067,0.00148038117116694,-0.134056393203566,1,-0.144070276880611,-0.0801524324928754,-0.0468868284303374,-0.0769644209335213,-0.0754211161682275,-0.098283088588111,-0.0574944581089846,-0.107031722453389,-0.0530005842275595,-0.0391696888519566,-0.115102955032067,-0.0224074733985905,-0.156519752476171,-0.115242581262415,-0.1760132723638,-0.136058630922487,-0.140285064310981,-0.171074261006732,-0.0239882498708693,0.13940822508308,0.355226025428755,0.0745909356387966,-0.214762759535451,0.163532537203976,0.0490610999476955,-0.0226404069646788,-0.0277667535630541,-0.191566932336253,-0.300768241810858,-0.0399486638137807,-0.0399486640871957,-0.150191454624508
CC_CHF,-0.00500478685651492,0.0829055423464628,-0.0116848123247125,-0.144070276880611,1,0.122747843810714,0.0292197954949426,-0.150460754544694,0.0638295879036163,0.192258540165319,-0.149444317641274,-0.0231328458877633,-0.125025202629444,0.216501282209351,0.00193948102203031,-0.0952047161545393,0.501338809127771,0.481698406173113,0.2906612552015,0.311869623112867,0.470298317197951,0.274300771235497,-0.110045987192482,0.359685489782945,0.287573369178969,0.27711993707952,0.426628897089243,0.187093290397616,0.395345816202238,-0.0614597138894726,-0.086652802174894,0.144005180824958,0.396870894047388,-0.0961975474842345,-0.0961975481935466,0.420982533782225
CC_CHRNKIDN,-0.0405669846960659,0.0526404524985001,-0.0406464049335675,-0.0801524324928754,0.122747843810714,1,-0.094961732393402,-0.179017362396685,0.113165205901094,0.0692206808310601,-0.138795353149857,-0.026456522878156,-0.127044595912832,0.173681300635769,-0.0384859899871275,-0.0785957666513945,0.541700384723888,0.560147418893701,0.288424942724987,0.186385153910058,0.51439026193725,0.275688644418346,-0.0906330717054919,0.536719037575899,0.487565031070505,0.519497087161602,0.23940137331626,0.249582072360942,0.515180203114848,-0.0535338027272214,-0.0739842726295429,0.154844218722189,0.16949184652984,-0.0842868790751049,-0.0842868759367528,0.312274375500277
CC_COPD,-0.0391688636584565,-0.0386484947001023,-0.174074329213846,-0.0468868284303374,0.0292197954949426,-0.094961732393402,1,-0.0953631527416214,-0.0928046771049122,0.032440877011637,-0.0854011452651488,-0.148321777982904,-0.0865749068323827,0.0740402763841371,-0.0911453112129698,-0.0520880151547656,0.148700070861048,0.206586034856137,-0.0515811980151873,-0.00304907877606077,0.286051503957049,-0.0653342786109258,-0.0597999079394244,0.0413153388466473,0.078740717863728,-0.0354763661462075,0.142131545636774,0.17872280362818,0.0476241078131248,-0.0373439201824422,-0.0498644624859288,0.0575313692355477,0.0064347698627893,-0.057843397233898,-0.0578433962647905,0.0338995515213961
CC_DEPRESSN,0.0921510785114062,-0.0754150741930928,0.0118237424770375,-0.0769644209335213,-0.150460754544694,-0.179017362396685,-0.0953631527416214,1,-0.0880982090624897,-0.0925769134318945,-0.0308090442117153,-0.0743475631723287,-0.0677033779525096,0.0955564082352049,-0.0267967052165133,-0.0432745310842975,0.0346843665946931,0.00748001784937189,0.113740783581349,0.00319598879353292,0.0689851604067541,0.114730845452939,-0.0475104152049539,-0.0238146240442698,-0.0218998184540466,-0.0365119753512205,0.0260776911559969,-0.0259065442790131,0.146738598971228,-0.0400155182983766,-0.0411516528139091,0.171444792221908,0.143379611714639,-0.0341665967481766,-0.0341665967943298,0.0406300406005136
CC_DIABETES,-0.017662104280946,-0.0801781289602092,-0.02776649474958,-0.0754211161682275,0.0638295879036163,0.113165205901094,-0.0928046771049122,-0.0880982090624897,1,0.0752646717993875,-0.124721260574062,-0.0129766065539484,-0.0495236066281665,0.272261065796099,0.0403523692771881,-0.0727556602339208,0.104329305616847,0.137778516179058,0.0208124534345054,-0.0542524215860012,0.118740137780422,0.0252787474624729,-0.0774574429834556,0.230101013003725,0.176811538809285,0.146553628250081,0.369283556802298,0.195528232540465,0.180443453418524,-0.0689570474724371,-0.0762974103503233,0.373731441359796,0.472899335592887,-0.0662986299803689,-0.066298632452498,0.430303251766116
CC_ISCHMCHT,-0.0545912942580341,0.0459309710853811,-0.0151168358128708,-0.098283088588111,0.192258540165319,0.0692206808310601,0.032440877011637,-0.0925769134318945,0.0752646717993875,1,-0.102772784880565,-0.00648992583356614,-0.0715487592774522,0.294040714517384,-0.0372691691704063,-0.078719236886949,0.337953261814206,0.3702704674003,0.13351912099169,0.0872204063255653,0.37741151226468,0.120638075812949,-0.0843307561866754,0.305076162267001,0.369351454887996,0.193619253394588,0.232224824740175,0.395949575353358,0.225824760359287,-0.0740847516094284,-0.0869129850727555,0.148845475217301,0.258739708059452,-0.0914628423280204,-0.0914628429413488,0.477875018018287
CC_OSTEOPRS,0.212094378153801,0.0682617053517209,-0.0606219106264712,-0.0574944581089846,-0.149444317641274,-0.138795353149857,-0.0854011452651488,-0.0308090442117153,-0.124721260574062,-0.102772784880565,1,0.0169086436888635,-0.0499562066601236,0.0463271546545643,-0.0816310308999628,-0.0187868041018089,-0.163094716020108,-0.176921593259347,-0.0233140792461532,-0.112812767161758,-0.181000219169166,-0.0317510941656636,-0.0160176714383533,-0.153175598025833,-0.0794072667149888,-0.142727881635207,-0.197972591134718,0.0581536555116396,-0.145919958970557,-0.03128920800306,-0.0282800134510665,-0.159965234909738,-0.212223011651751,-0.0377249632467601,-0.0377249610677997,-0.02710549122569
CC_RA_OA,0.103214202826022,0.0168018683277029,-0.0520904213017694,-0.107031722453389,-0.0231328458877633,-0.026456522878156,-0.148321777982904,-0.0743475631723287,-0.0129766065539484,-0.00648992583356614,0.0169086436888635,1,-0.123663995113662,0.178778611623562,-0.0341334414518301,-0.0531710806275341,0.00768408408833032,-0.0181274696870391,0.0804487130464633,0.0115103028570827,-0.0207648192036795,0.0629097991989251,-0.0553655092507913,0.0719918090308927,0.136992091835711,-0.0607866098786999,0.245302270015691,0.324722393353416,0.0431963639727953,-0.0538523830709235,-0.0587000055913211,-0.0343298622626599,0.0547637429467788,-0.06423760128584,-0.0642376026246107,0.235894039560782
CC_STRKETIA,-8.3095976652005e-05,0.0145577133564282,-0.0569759433256664,-0.0530005842275595,-0.125025202629444,-0.127044595912832,-0.0865749068323827,-0.0677033779525096,-0.0495236066281665,-0.0715487592774522,-0.0499562066601236,-0.123663995113662,1,-0.0876870739211239,-0.0355658650941589,-0.0307177262134567,0.00646339745574084,0.00496899774240405,0.0250013489798295,-0.0222387370848492,0.0447614117482799,0.0128486513419841,-0.0361255097648204,-0.0929820491419907,-0.073950533819663,-0.0730566562843763,-0.107223002827696,-0.060219309312931,-0.0657741254781225,-0.0186374982869879,-0.0279459928541819,-0.144352195206118,-0.13519779247283,-0.03643088362625,-0.0364308813042317,-0.141930785119548
CC_2_OR_MORE,0.0684300963696344,0.0657555127871559,0.160064149147497,-0.0391696888519566,0.216501282209351,0.173681300635769,0.0740402763841371,0.0955564082352049,0.272261065796099,0.294040714517384,0.0463271546545643,0.178778611623562,-0.0876870739211239,1,-0.102580660775814,-0.283930781219331,0.345010564192532,0.309354075170406,0.259699619235176,0.229975529900214,0.348164274014097,0.248175547138779,-0.320152775023659,0.330098164212366,0.371980271486844,0.191456010035261,0.352929891124183,0.373755808745105,0.372038737026292,-0.21337974478472,-0.27451739111318,0.29375537779858,0.38062959382981,-0.300834455875099,-0.300834455561436,0.721015303871318
DUAL_STUS,0.0684335825354358,-0.0933031410327365,0.0610266418451108,-0.115102955032067,0.00193948102203031,-0.0384859899871275,-0.0911453112129698,-0.0267967052165133,0.0403523692771881,-0.0372691691704063,-0.0816310308999628,-0.0341334414518301,-0.0355658650941589,-0.102580660775814,1,-0.0786047629362942,0.0338338568470944,-0.0171436679560226,0.130312942261662,0.0904987126101336,-0.040342987154115,0.185127703964511,-0.0844856843764074,0.0312152421154087,-0.180264347828479,0.100085430904453,0.226898678458612,-0.450378383744619,0.190012794091218,-0.0443169499284575,-0.0307294494376561,0.500492462218688,0.553405517843782,0.00202433953828881,0.00202433940312091,0.256399141734235
BENE_COUNT_PA_EQ_12,-0.017330890173789,-0.0690175833518617,-0.0836346426536182,-0.0224074733985905,-0.0952047161545393,-0.0785957666513945,-0.0520880151547656,-0.0432745310842975,-0.0727556602339208,-0.078719236886949,-0.0187868041018089,-0.0531710806275341,-0.0307177262134567,-0.283930781219331,-0.0786047629362942,1,-0.153523629648554,-0.132444643347773,-0.119909013589893,-0.120641060848166,-0.153886192986703,-0.11531812855657,0.990329309200582,-0.155772659715585,-0.168902514995624,-0.0941130583326378,-0.169170466866301,-0.162009383771827,-0.207501190449847,0.900820671187792,0.941825821676949,-0.151992281079685,-0.186606926014207,0.894273268668459,0.894273270634141,-0.303911058136902
AVE_PA_PAY_PA_EQ_12,-0.0113195280824798,0.104485007590127,0.234649113316363,-0.156519752476171,0.501338809127771,0.541700384723888,0.148700070861048,0.0346843665946931,0.104329305616847,0.337953261814206,-0.163094716020108,0.00768408408833032,0.00646339745574084,0.345010564192532,0.0338338568470944,-0.153523629648554,1,0.929218753013458,0.704108890208785,0.584694910350494,0.945318997269468,0.68439037993825,-0.17527715227386,0.741800126612689,0.659944671820378,0.593751994037212,0.691630794458636,0.251216162738087,0.731517277835419,-0.10734723834486,-0.141118073827323,0.441297413959924,0.539537877802642,-0.152546594436852,-0.152546592381193,0.688519697603607
AVE_IP_PAY_PA_EQ_12,-0.0862444752473397,-0.130930276460828,-0.0352924775671383,-0.115242581262415,0.481698406173113,0.560147418893701,0.206586034856137,0.00748001784937189,0.137778516179058,0.3702704674003,-0.176921593259347,-0.0181274696870391,0.00496899774240405,0.309354075170406,-0.0171436679560226,-0.132444643347773,0.929218753013458,1,0.404538241281131,0.269462293255813,0.965017432135963,0.382382236942439,-0.150465852283045,0.840952564056989,0.774595289287298,0.72859523682059,0.584134465093123,0.445384828922452,0.808130453104767,-0.0968988288717824,-0.123989282137138,0.455146253445401,0.455942416381044,-0.131527786747905,-0.131527782863076,0.599028706044928
AVE_SNF_PAY_PA_EQ_12,0.119231727065489,0.486306762457133,0.58145549479087,-0.1760132723638,0.2906612552015,0.288424942724987,-0.0515811980151873,0.113740783581349,0.0208124534345054,0.13351912099169,-0.0233140792461532,0.0804487130464633,0.0250013489798295,0.259699619235176,0.130312942261662,-0.119909013589893,0.704108890208785,0.404538241281131,1,0.840567495834287,0.509405025086327,0.993722668413644,-0.138712774707834,0.24903615631534,0.183950867068238,0.0883475597677741,0.602806584149899,-0.190147220467971,0.286622347409656,-0.0755316239622361,-0.106030246757273,0.227195191743085,0.470295020144109,-0.120176381154522,-0.12017638378263,0.574203154110078
AVE_OTH_PAY_PA_EQ_12,0.162341284725569,0.524842935551176,0.716519107195597,-0.136058630922487,0.311869623112867,0.186385153910058,-0.00304907877606077,0.00319598879353292,-0.0542524215860012,0.0872204063255653,-0.112812767161758,0.0115103028570827,-0.0222387370848492,0.229975529900214,0.0904987126101336,-0.120641060848166,0.584694910350494,0.269462293255813,0.840567495834287,1,0.375714124877201,0.835822340419167,-0.13854923248682,0.123398093138396,0.0404820580086521,0.0019302283678388,0.508530037124578,-0.309351298042128,0.160601875776735,-0.0764546296677478,-0.1065081037814,0.169236833212336,0.395377818775859,-0.118665991729972,-0.11866599378522,0.461786388818233
AVE_IP_ADM_PA_EQ_12,-0.027818036586084,-0.0571476312485959,0.0301783704561455,-0.140285064310981,0.470298317197951,0.51439026193725,0.286051503957049,0.0689851604067541,0.118740137780422,0.37741151226468,-0.181000219169166,-0.0207648192036795,0.0447614117482799,0.348164274014097,-0.040342987154115,-0.153886192986703,0.945318997269468,0.965017432135963,0.509405025086327,0.375714124877201,1,0.481063141720795,-0.174527795124768,0.769666615326719,0.720349262809706,0.616720450107453,0.647407233997513,0.423066158579398,0.776013405170267,-0.113602516930371,-0.144026024476167,0.471210184344613,0.49839406289545,-0.152054963188934,-0.152054959543441,0.636692488381488
AVE_SNF_DAYS_PA_EQ_12,0.118553883706839,0.461710162534716,0.60152223182986,-0.171074261006732,0.274300771235497,0.275688644418346,-0.0653342786109258,0.114730845452939,0.0252787474624729,0.120638075812949,-0.0317510941656636,0.0629097991989251,0.0128486513419841,0.248175547138779,0.185127703964511,-0.11531812855657,0.68439037993825,0.382382236942439,0.993722668413644,0.835822340419167,0.481063141720795,1,-0.133636913666505,0.238539345401456,0.160998102349627,0.0920044248051768,0.586758440870899,-0.244879144736912,0.286514849936728,-0.0717764378466945,-0.100957768747462,0.261772302098698,0.496864197153158,-0.113688972214807,-0.113688974998609,0.572230957037077
BENE_COUNT_PB_EQ_12,-0.0147765410583712,-0.0730355838103946,-0.0972724842666974,-0.0239882498708693,-0.110045987192482,-0.0906330717054919,-0.0597999079394244,-0.0475104152049539,-0.0774574429834556,-0.0843307561866754,-0.0160176714383533,-0.0553655092507913,-0.0361255097648204,-0.320152775023659,-0.0844856843764074,0.990329309200582,-0.17527715227386,-0.150465852283045,-0.138712774707834,-0.13854923248682,-0.174527795124768,-0.133636913666505,1,-0.174157367444774,-0.186003635154307,-0.105640481602422,-0.193450766543649,-0.172243426974644,-0.227861974958478,0.895994167413528,0.955088170975192,-0.170060347755538,-0.209952986404938,0.919913619818756,0.919913621634539,-0.337571240227001
AVE_PB_PAY_PB_EQ_12,-0.0228627350276422,-0.207553325185081,-0.100304770043301,0.13940822508308,0.359685489782945,0.536719037575899,0.0413153388466473,-0.0238146240442698,0.230101013003725,0.305076162267001,-0.153175598025833,0.0719918090308927,-0.0929820491419907,0.330098164212366,0.0312152421154087,-0.155772659715585,0.741800126612689,0.840952564056989,0.24903615631534,0.123398093138396,0.769666615326719,0.238539345401456,-0.174157367444774,1,0.888793163189436,0.929154892212661,0.58794198440133,0.482625530148115,0.895095770039307,-0.121172730943818,-0.149444530133768,0.512532099304213,0.433358518666749,-0.157350532610684,-0.157350528920745,0.573904542109731
AVE_CA_PAY_PB_EQ_12,-0.0464786943411946,-0.150974569276417,-0.196268161846732,0.355226025428755,0.287573369178969,0.487565031070505,0.078740717863728,-0.0218998184540466,0.176811538809285,0.369351454887996,-0.0794072667149888,0.136992091835711,-0.073950533819663,0.371980271486844,-0.180264347828479,-0.168902514995624,0.659944671820378,0.774595289287298,0.183950867068238,0.0404820580086521,0.720349262809706,0.160998102349627,-0.186003635154307,0.888793163189436,1,0.718494272315209,0.407549331196229,0.719307372221696,0.784198653520721,-0.139329604179214,-0.17112043859032,0.293045318215323,0.23733850613908,-0.188371939907128,-0.188371935801462,0.530661008590249
AVE_OP_PAY_PB_EQ_12,-0.0595787167129833,-0.300819051720863,-0.138818311924246,0.0745909356387966,0.27711993707952,0.519497087161602,-0.0354763661462075,-0.0365119753512205,0.146553628250081,0.193619253394588,-0.142727881635207,-0.0607866098786999,-0.0730566562843763,0.191456010035261,0.100085430904453,-0.0941130583326378,0.593751994037212,0.72859523682059,0.0883475597677741,0.0019302283678388,0.616720450107453,0.0920044248051768,-0.105640481602422,0.929154892212661,0.718494272315209,1,0.385086557210989,0.28749234158902,0.832891418390862,-0.0735477587077363,-0.0886871077623084,0.480923445287653,0.324919283300932,-0.0887402557152725,-0.0887402515179547,0.367578435103127
AVE_OTH_PAY_PB_EQ_12,0.139873114551282,0.103870275912706,0.269466487700961,-0.214762759535451,0.426628897089243,0.23940137331626,0.142131545636774,0.0260776911559969,0.369283556802298,0.232224824740175,-0.197972591134718,0.245302270015691,-0.107223002827696,0.352929891124183,0.226898678458612,-0.169170466866301,0.691630794458636,0.584134465093123,0.602806584149899,0.508530037124578,0.647407233997513,0.586758440870899,-0.193450766543649,0.58794198440133,0.407549331196229,0.385086557210989,1,0.158576216848386,0.544833098680827,-0.115422301382204,-0.149162729197043,0.600882394591891,0.747786617759866,-0.153771994307591,-0.153771995791965,0.743252288449434
AVE_CA_VST_PB_EQ_12,0.00785775810086528,-0.156481681807803,-0.481731854515561,0.163532537203976,0.187093290397616,0.249582072360942,0.17872280362818,-0.0259065442790131,0.195528232540465,0.395949575353358,0.0581536555116396,0.324722393353416,-0.060219309312931,0.373755808745105,-0.450378383744619,-0.162009383771827,0.251216162738087,0.445384828922452,-0.190147220467971,-0.309351298042128,0.423066158579398,-0.244879144736912,-0.172243426974644,0.482625530148115,0.719307372221696,0.28749234158902,0.158576216848386,1,0.422473286403181,-0.150330738936194,-0.17584126801566,-0.00504471154944081,-0.0171939545264594,-0.192679627221004,-0.19267962491431,0.330540976768185
AVE_OP_VST_PB_EQ_12,0.100296834687937,-0.254585621208306,-0.110324721054356,0.0490610999476955,0.395345816202238,0.515180203114848,0.0476241078131248,0.146738598971228,0.180443453418524,0.225824760359287,-0.145919958970557,0.0431963639727953,-0.0657741254781225,0.372038737026292,0.190012794091218,-0.207501190449847,0.731517277835419,0.808130453104767,0.286622347409656,0.160601875776735,0.776013405170267,0.286514849936728,-0.227861974958478,0.895095770039307,0.784198653520721,0.832891418390862,0.544833098680827,0.422473286403181,1,-0.168692672811309,-0.19328077058892,0.642276269210864,0.591362379466989,-0.189216469077502,-0.189216464754708,0.626770045865682
BENE_COUNT_PC_EQ_12,-0.00289749739504693,-0.0218117265557954,-0.0501097192775547,-0.0226404069646788,-0.0614597138894726,-0.0535338027272214,-0.0373439201824422,-0.0400155182983766,-0.0689570474724371,-0.0740847516094284,-0.03128920800306,-0.0538523830709235,-0.0186374982869879,-0.21337974478472,-0.0443169499284575,0.900820671187792,-0.10734723834486,-0.0968988288717824,-0.0755316239622361,-0.0764546296677478,-0.113602516930371,-0.0717764378466945,0.895994167413528,-0.121172730943818,-0.139329604179214,-0.0735477587077363,-0.115422301382204,-0.150330738936194,-0.168692672811309,1,0.968246496895728,-0.119742040141061,-0.128524557118242,0.925252548875329,0.925252550006143,-0.235056400990049
BENE_COUNT_PD_EQ_12,0.000549328133726147,-0.0549394390481179,-0.0729249450045872,-0.0277667535630541,-0.086652802174894,-0.0739842726295429,-0.0498644624859288,-0.0411516528139091,-0.0762974103503233,-0.0869129850727555,-0.0282800134510665,-0.0587000055913211,-0.0279459928541819,-0.27451739111318,-0.0307294494376561,0.941825821676949,-0.141118073827323,-0.123989282137138,-0.106030246757273,-0.1065081037814,-0.144026024476167,-0.100957768747462,0.955088170975192,-0.149444530133768,-0.17112043859032,-0.0886871077623084,-0.149162729197043,-0.17584126801566,-0.19328077058892,0.968246496895728,1,-0.127793152441971,-0.155089742340663,0.978886365238699,0.978886366099364,-0.283798980146608
AVE_PDE_CST_PD_EQ_12,0.0710824192895203,-0.438832797435646,0.233152563025724,-0.191566932336253,0.144005180824958,0.154844218722189,0.0575313692355477,0.171444792221908,0.373731441359796,0.148845475217301,-0.159965234909738,-0.0343298622626599,-0.144352195206118,0.29375537779858,0.500492462218688,-0.151992281079685,0.441297413959924,0.455146253445401,0.227195191743085,0.169236833212336,0.471210184344613,0.261772302098698,-0.170060347755538,0.512532099304213,0.293045318215323,0.480923445287653,0.600882394591891,-0.00504471154944081,0.642276269210864,-0.119742040141061,-0.127793152441971,1,0.836177131535761,-0.101016203223258,-0.101016202786142,0.589773387278073
AVE_PDE_PD_EQ_12,0.222179210118502,-0.0947761986403063,0.24753108592554,-0.300768241810858,0.396870894047388,0.16949184652984,0.0064347698627893,0.143379611714639,0.472899335592887,0.258739708059452,-0.212223011651751,0.0547637429467788,-0.13519779247283,0.38062959382981,0.553405517843782,-0.186606926014207,0.539537877802642,0.455942416381044,0.470295020144109,0.395377818775859,0.49839406289545,0.496864197153158,-0.209952986404938,0.433358518666749,0.23733850613908,0.324919283300932,0.747786617759866,-0.0171939545264594,0.591362379466989,-0.128524557118242,-0.155089742340663,0.836177131535761,1,-0.135958909183448,-0.135958911303837,0.78618699927787
TotRx,0.0175373902324601,-0.0744696930138324,-0.0849779116702802,-0.0399486638137807,-0.0961975474842345,-0.0842868790751049,-0.057843397233898,-0.0341665967481766,-0.0662986299803689,-0.0914628423280204,-0.0377249632467601,-0.06423760128584,-0.03643088362625,-0.300834455875099,0.00202433953828881,0.894273268668459,-0.152546594436852,-0.131527786747905,-0.120176381154522,-0.118665991729972,-0.152054963188934,-0.113688972214807,0.919913619818756,-0.157350532610684,-0.188371939907128,-0.0887402557152725,-0.153771994307591,-0.192679627221004,-0.189216469077502,0.925252548875329,0.978886365238699,-0.101016203223258,-0.135958909183448,1,0.999999999999991,-0.295300700007204
TotRxRound,0.0175373907461345,-0.0744696974205113,-0.084977914636839,-0.0399486640871957,-0.0961975481935466,-0.0842868759367528,-0.0578433962647905,-0.0341665967943298,-0.066298632452498,-0.0914628429413488,-0.0377249610677997,-0.0642376026246107,-0.0364308813042317,-0.300834455561436,0.00202433940312091,0.894273270634141,-0.152546592381193,-0.131527782863076,-0.12017638378263,-0.11866599378522,-0.152054959543441,-0.113688974998609,0.919913621634539,-0.157350528920745,-0.188371935801462,-0.0887402515179547,-0.153771995791965,-0.19267962491431,-0.189216464754708,0.925252550006143,0.978886366099364,-0.101016202786142,-0.135958911303837,0.999999999999991,1,-0.295300700676078
TotComorbid,0.102346656102845,0.100797826636216,0.249667641667369,-0.150191454624508,0.420982533782225,0.312274375500277,0.0338995515213961,0.0406300406005136,0.430303251766116,0.477875018018287,-0.02710549122569,0.235894039560782,-0.141930785119548,0.721015303871318,0.256399141734235,-0.303911058136902,0.688519697603607,0.599028706044928,0.574203154110078,0.461786388818233,0.636692488381488,0.572230957037077,-0.337571240227001,0.573904542109731,0.530661008590249,0.367578435103127,0.743252288449434,0.330540976768185,0.626770045865682,-0.235056400990049,-0.283798980146608,0.589773387278073,0.78618699927787,-0.295300700007204,-0.295300700676078,1
